Molecular weight (g/mol),WF / dLog MW
101038312,0.600596011
100902176,0.600512981
100766440,0.59841162
100630672,0.596406043
100494864,0.596201837
100359456,0.594824076
100224232,0.594195247
100089416,0.591418564
99954552,0.589538455
99819880,0.587517977
99685384,0.585804164
99551064,0.584689558
99417040,0.58256793
99283088,0.581169724
99149320,0.579581976
99015728,0.578473091
98882424,0.576652944
98749192,0.575640023
98616136,0.575172424
98483368,0.573808372
98350672,0.572975636
98218160,0.57253623
98085928,0.571303666
97953768,0.570397377
97821792,0.570140362
97690096,0.568577528
97558360,0.568303883
97426912,0.567905605
97295744,0.566355705
97164648,0.565356791
97033840,0.56317246
96903096,0.561606228
96772536,0.560652733
96642248,0.558604658
96512032,0.557373106
96382104,0.555220008
96252240,0.553188443
96122552,0.551593244
95993144,0.54949224
95863800,0.54778105
95734632,0.546572328
95605752,0.544955969
95477040,0.543027163
95348392,0.542514265
95220024,0.540939748
95091728,0.539856017
94963600,0.539408445
94835752,0.538608968
94708080,0.537356138
94580472,0.536824584
94453136,0.535297751
94325872,0.533904135
94198776,0.533406615
94072064,0.531019688
93945312,0.529640436
93818736,0.528779328
93692424,0.527854145
93566288,0.526247144
93440216,0.524830997
93314320,0.523917139
93188688,0.521985948
93063128,0.520622551
92937840,0.518676221
92812720,0.516237736
92687664,0.515094221
92562880,0.51359278
92438264,0.511649847
92313712,0.510798097
92189432,0.509772837
92065320,0.508193374
91941272,0.507799625
91817496,0.506849289
91693880,0.505079448
91570336,0.504176378
91447056,0.502901077
91323944,0.501105487
91200888,0.500303984
91078112,0.499135256
90955488,0.498134315
90833040,0.496749371
90710656,0.496493697
90588632,0.494537234
90466568,0.493250817
90344680,0.492417276
90223144,0.48986429
90101584,0.488278121
89980184,0.487457335
89859144,0.4849011
89738064,0.48359406
89617256,0.482253999
89496600,0.480769426
89376112,0.478962213
89255688,0.478755414
89135624,0.476696193
89015520,0.475392759
88895680,0.473593116
88776008,0.471491575
88656392,0.470265359
88537032,0.468423665
88417832,0.466784239
88298800,0.465520889
88179928,0.464079827
88061208,0.462246507
87942560,0.461319387
87824160,0.459760994
87705920,0.458353519
87587848,0.457160205
87469928,0.456204593
87352168,0.454776853
87234472,0.453990281
87117032,0.453117341
86999744,0.452494115
86882616,0.451377332
86765648,0.45051825
86648840,0.449573815
86532088,0.449162066
86415592,0.448747963
86299344,0.446760982
86182976,0.446942955
86067040,0.445528656
85951168,0.443997383
85835360,0.443562776
85719800,0.443085343
85604488,0.441769838
85489152,0.441521555
85374056,0.440798044
85259120,0.439354867
85144240,0.438863307
85029704,0.437336385
84915232,0.435953498
84800816,0.435242295
84686648,0.43471247
84572728,0.433451861
84458776,0.433054984
84345072,0.432205707
84231520,0.430960357
84118032,0.431043893
84004872,0.430130422
83891776,0.429354906
83778744,0.42916742
83665952,0.428592473
83553320,0.427773207
83440832,0.426679909
83328496,0.425663143
83216312,0.424570531
83104184,0.424076974
82992304,0.423945934
82880664,0.422824383
82768992,0.422322661
82657560,0.421256959
82546280,0.419835836
82435152,0.418542504
82324168,0.417333484
82213336,0.416354984
82102648,0.415242463
81992032,0.414884031
81881640,0.414404035
81771496,0.413123459
81661320,0.412856281
81551376,0.412389398
81441592,0.411557227
81331856,0.411794275
81222448,0.411308378
81113096,0.410346776
81003808,0.410016686
80894752,0.409389317
80785848,0.408324122
80677000,0.408320844
80568472,0.407573581
80460000,0.406703681
80351592,0.406367987
80243416,0.405245513
80135384,0.404036433
80027504,0.402431279
79919672,0.40174678
79812080,0.400736958
79704624,0.399971813
79597320,0.399011075
79490072,0.399058372
79383144,0.398409754
79276272,0.398001909
79169544,0.397433519
79062872,0.39748165
78956432,0.397405505
78850136,0.397105962
78743976,0.396521002
78637880,0.396524519
78532008,0.396233529
78426280,0.39589566
78320696,0.39540109
78215168,0.395509541
78109872,0.395155936
78004712,0.394313037
77899696,0.392989039
77794736,0.391960144
77690000,0.39097774
77585408,0.390010834
77480952,0.38887924
77376560,0.388556093
77272384,0.387951881
77168360,0.387402147
77064464,0.386444211
76960632,0.386334211
76857016,0.386097342
76753544,0.386143565
76650216,0.385937244
76546936,0.386619925
76443968,0.385940552
76340968,0.386256427
76238192,0.385688633
76135472,0.386234522
76033056,0.385454297
75930608,0.385644644
75828384,0.385273278
75726216,0.385700047
75624344,0.384155363
75522448,0.38311249
75420696,0.382417738
75319152,0.381525934
75217752,0.380524367
75116488,0.37951535
75015280,0.379388481
74914288,0.378733933
74813432,0.378438115
74712712,0.377690226
74612040,0.377604604
74511592,0.37746799
74411280,0.377337098
74311104,0.377139896
74210976,0.377430737
74111064,0.377267063
74011288,0.377438873
73911648,0.37690571
73812064,0.376770347
73712688,0.376597017
73613456,0.376636505
73514344,0.376515567
